               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 479,           0.0099961,           0.0057518,           0.0026206,             0.99767,                   1,               0.995,             0.93163,            0.005246,            0.002365,          0.00084589,           0.0005356,           0.0005356,           0.0005356
                 480,            0.009827,           0.0054737,           0.0037681,             0.99769,                   1,               0.995,             0.92995,           0.0052856,            0.002364,           0.0008468,           0.0005158,           0.0005158,           0.0005158
                 481,            0.013291,           0.0076284,           0.0046495,             0.99772,                   1,               0.995,             0.93761,           0.0052874,           0.0023434,          0.00084771,            0.000496,            0.000496,            0.000496
                 482,            0.011156,           0.0056032,           0.0047531,             0.99772,                   1,               0.995,             0.93383,           0.0052283,           0.0023177,          0.00084234,           0.0004762,           0.0004762,           0.0004762
                 483,            0.014416,           0.0055777,           0.0066444,             0.99771,                   1,               0.995,              0.9289,            0.005245,           0.0023082,          0.00084122,           0.0004564,           0.0004564,           0.0004564
                 484,            0.012774,           0.0059576,           0.0037414,             0.99773,                   1,               0.995,             0.93635,           0.0052269,           0.0022924,          0.00083737,           0.0004366,           0.0004366,           0.0004366
                 485,            0.012023,           0.0048294,           0.0040191,             0.99769,                   1,               0.995,             0.92762,           0.0052836,             0.00229,            0.000832,           0.0004168,           0.0004168,           0.0004168
                 486,            0.010931,           0.0065966,           0.0026012,             0.99769,                   1,               0.995,             0.91996,            0.005388,           0.0023001,          0.00082582,            0.000397,            0.000397,            0.000397
                 487,            0.011637,           0.0059649,           0.0038222,             0.99767,                   1,               0.995,              0.9187,           0.0053846,           0.0022944,            0.000824,           0.0003772,           0.0003772,           0.0003772
                 488,            0.012069,           0.0068725,           0.0033439,             0.99766,                   1,               0.995,             0.92239,           0.0052245,           0.0022768,           0.0008166,           0.0003574,           0.0003574,           0.0003574
                 489,            0.011574,           0.0059355,           0.0036667,             0.99769,                   1,               0.995,             0.92197,           0.0051742,           0.0022821,          0.00081346,           0.0003376,           0.0003376,           0.0003376
                 490,              0.0121,           0.0054655,           0.0065938,             0.99769,                   1,               0.995,             0.93408,           0.0051337,           0.0022892,          0.00081133,           0.0003178,           0.0003178,           0.0003178
                 491,             0.01031,           0.0049412,           0.0023757,             0.99769,                   1,               0.995,             0.93674,           0.0051435,           0.0023179,          0.00081154,            0.000298,            0.000298,            0.000298
                 492,            0.010908,            0.005227,           0.0034997,              0.9977,                   1,               0.995,             0.93214,            0.005201,           0.0023527,          0.00081042,           0.0002782,           0.0002782,           0.0002782
                 493,            0.010441,           0.0048003,            0.002863,             0.99769,                   1,               0.995,             0.92948,           0.0052714,           0.0023918,          0.00080829,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011179,           0.0048208,           0.0031824,             0.99773,                   1,               0.995,             0.93299,            0.005275,           0.0024042,          0.00080687,           0.0002386,           0.0002386,           0.0002386
                 495,             0.01212,           0.0070613,           0.0044876,              0.9977,                   1,               0.995,             0.92977,           0.0052215,           0.0024219,          0.00080687,           0.0002188,           0.0002188,           0.0002188
                 496,            0.012121,           0.0065724,           0.0035109,             0.99769,                   1,               0.995,             0.93412,           0.0051213,           0.0024066,          0.00080728,            0.000199,            0.000199,            0.000199
                 497,            0.014257,           0.0056016,           0.0030872,             0.99769,                   1,               0.995,             0.93203,           0.0050634,           0.0023908,          0.00080839,           0.0001792,           0.0001792,           0.0001792
                 498,            0.011043,           0.0047458,            0.005121,             0.99771,                   1,               0.995,             0.93369,           0.0050459,           0.0023822,          0.00080728,           0.0001594,           0.0001594,           0.0001594
                 499,            0.010067,           0.0046489,           0.0064135,             0.99771,                   1,               0.995,             0.93244,           0.0050299,           0.0023665,          0.00080768,           0.0001396,           0.0001396,           0.0001396
